iIssueId,Resumen,GPT4,labels,modificacion,inconcluso
24654,"Se informó que en una solicitud no se cargaron los requisitos configurados, debido a un cambio directo de estatus en lugar de seguir la ruta de etapas. Tras aclarar el problema y brindar recomendaciones, se cerró el ticket con la confirmación del cliente.",No,error,Sí,No
24655,"Se identificó un dato erróneo en un campo numérico de una solicitud en producción, donde se capturaron letras en lugar de números. Tras la intervención de ISIS, se corrigió manualmente el dato para que el campo fuera editable nuevamente, con confirmación posterior del cliente sobre la solución.",No,"error, datos variables",Sí,No
24656,"El ticket se originó como un requerimiento del cliente para desarrollar etiquetas del monto total a liquidar y del importe del pago manual. Tras varias interacciones y dudas sobre la implementación de las etiquetas, el cliente respondió indicando que se debía tomar el último pago en ambos casos. Sin embargo, debido a la falta de respuesta del cliente sobre la cotización, se canceló el ticket.",No,etiquetas,No,Sí
24657,"Se reportó un error en el proceso AYU SOL 1.1 Estatus de Solicitudes, donde la columna nDisposition aparecía en ceros. Tras realizar un ajuste, se notificó al cliente y se validó que la información mostrada era correcta, finalizando el ticket de manera exitosa.",No,procesos automaticos,Sí,No
24658,"El cliente solicitó ayuda para configurar etiquetas de campos variables, pero se encontró que el sistema no permitía etiquetas de datos variables. Tras solicitar y recibir la instalación de esta capacidad, se confirmó su correcto funcionamiento y se cerró el ticket.",No,"desarrollo, configuracion",Sí,No
24659,"Se reportó un error en el proceso de Reporte Pago Comisiones, que fue corregido por el equipo técnico. Tras la validación de la corrección, se confirmó que ya no había incidentes, y se procedió a cerrar el ticket.",No,"error, procesos automaticos",Sí,No
24660,"Se identificaron 16 créditos que no se mostraban en Zell ATN, a pesar de existir en Zell Fimubac. Tras integrar los créditos faltantes a la base de datos de pruebas y validarlos, se solicitó su pase a producción, finalizando el ticket con éxito.",No,"actualizacion de test, procesos automaticos",Sí,No
24661,"El cliente solicitó modificar el módulo de retención, cambiando campos y agregando información específica. Tras varios correos y validaciones, se realizó el ajuste en la pantalla de Retención de los Clientes, se validó correctamente y se actualizó en producción.",No,"modificacion, configuracion",Sí,No
24662,"Se generó un lote de pagos de gran monto de manera automática, generando dudas sobre su contenido. Tras investigaciones y ajustes, se logró generar el lote de movimientos y su publicación a CRZ, cumpliendo con el requerimiento del cliente.",No,"error, procesos automaticos",Sí,No
24663,"Se solicitó un proceso para actualizar la paridad de pesos a euro en Banxico. Tras ajustes y pruebas, se logró modificar el proceso para cumplir con la solicitud del cliente, validando su correcto funcionamiento y liberándolo a producción.",No,actualizacion de test,Sí,No
24664,"Se reportó que el proceso de Generación de CLABE de Toku Masivo no se ejecutaba automáticamente. Tras identificar y corregir el problema, se realizaron ajustes en la configuración horaria y en la cadena de conexión, logrando que el proceso se ejecutara de manera exitosa.",No,error,Sí,No
24665,"Se solicitó la revisión de procesos STP que presentaban problemas en la visualización de información. Tras investigaciones, se determinó que la información estaba disponible en el sistema y se aclaró al cliente cómo acceder a ella, cerrando el ticket satisfactoriamente.",No,error,Sí,No
24666,"Se reportó un error al intentar cancelar una dispersión STP debido a un mensaje de ""Usuario/ Contraseña no válido"". Tras ajustes en el algoritmo de encriptación de contraseñas, se logró cancelar la dispersión y se notificó al cliente, cerrando así el ticket.",No,error,Sí,No
24667,"Se identificaron datos incorrectos en el Reporte Bursatilización debido a un error en el campo vPosition. Tras correcciones manuales por parte del cliente, se validó que el reporte se generaba correctamente, finalizando el ticket con éxito.",No,"reporte, datos incorrectos, corrección de datos",No,No
24668,"El ticket sobre la edición de un estado de cuenta ""Crédito"" fue cancelado por repetición, sin que se realizara la edición solicitada.",No,"cancelación, repetición de ticket",No,No
24669,"Se solicitó un proceso para actualizar información en el DWH relacionado con el pago a promotores. Tras múltiples interacciones con el cliente y ajustes propuestos, se determinó que no era posible en las condiciones actuales, suspendiendo temporalmente el ticket a la espera de cambios en la infraestructura.",No,"proceso de pago, actualización de información, cotización",No,Sí
24670,"Un error en el proceso ""Catálogo de Promotores"" fue reportado por el cliente, resolviéndose al identificar un centro de costo duplicado. Tras ajustes en el reporte y confirmación de su correcta generación, se cerró el ticket con éxito.",No,"error en proceso, catálogo de promotores, corrección de reporte",No,No
24671,"Se solicitó el desarrollo del reporte ""Riesgo Crédito - Seguimiento cartera"". Tras varias interacciones con el cliente para aclarar detalles y esperar información, finalmente se logró la aprobación del desarrollo. Se habilitó el reporte en pruebas, se solicitó el VoBo para pasar a producción y se envió el script correspondiente. Finalmente, se notificó al cliente y se realizó la facturación.",No,"desarrollo de reporte, seguimiento de cartera, cotización",Sí,No
24672,"El cliente solicitó agregar un campo al reporte de otorgamiento de créditos. Tras cotizaciones, validaciones y ajustes, se logró la aprobación del requerimiento. Se liberó en producción junto con otro ticket relacionado, se notificó al cliente y se solicitó la facturación correspondiente.",No,"modificación de reporte, afiliado, estado de cuenta",No,No
24673,"Se identificó una inconsistencia en los parámetros del proceso ""Api GOC: Activación Crédito"". Tras realizar las correcciones necesarias en producción y en el sitio alterno, se configuró la API_KEY solicitada por el cliente en ambientes de prueba y se validó su correcto funcionamiento.",No,"configuración de proceso, api, error 401",No,No
24674,"El ticket para agregar campos al INSERT de E-COBRO fue cancelado por duplicado, ya que existía otro ticket con la misma solicitud (z24539).",No,"cancelación, duplicado",No,No
24675,"Se solicitó modificar el correo electrónico de la UNE y agregar un cuadro de comisiones cobradas en un estado de cuenta. Tras varias interacciones con el cliente para definir detalles y realizar ajustes, se logró la aprobación del requerimiento. Se realizó la actualización en pruebas, se agregó un registro adicional a la tabla de comisiones y finalmente se liberó en producción, notificando al cliente y solicitando la facturación correspondiente.",No,"modificación de estado de cuenta, comisiones, correo electrónico",Sí,No
24676,"Se reportó un error en la pantalla frmCollector donde el catálogo de sucursales mostraba sucursales de otras compañías. Tras actualizar el código en pruebas y producción, se confirmó que ahora se visualizan las sucursales de la empresa correspondiente en ambos ambientes, por lo que el ticket fue cerrado.",No,"error en pantalla, catálogo de sucursales",Sí,No
24677,"Se solicitó la generación de varios reportes de producción con fecha del 28 de julio, debido a un error en la ejecución automática programada. Tras confirmar la falta de respaldos disponibles para ese día, se informó que los reportes del 28 de julio serían iguales a los del día anterior. Finalmente, al confirmar que no se requería más ayuda, el ticket fue cerrado.",No,"generación de reportes, ejecución automática, reportes financieros",No,Sí
24678,"Karla solicitó opciones para realizar recompras Mintos de forma masiva, pero tras varios intentos de comunicación y a la espera de instrucciones, se decidió cancelar el ticket por instrucción de Karla al no proceder con el desarrollo.",No,"recompras, mintos, desarrollo de proceso",No,Sí
24679,"Se solicitó la instalación de Zell Link para la consulta de catálogos en Zell, pero tras enviar la cotización al cliente y evaluar el impacto en el costo operativo, se decidió cancelar el desarrollo por salirse de los presupuestos, considerando otras opciones para duplicar la captura de los catálogos Zell.",No,"instalación de software, licenciamiento, zell link",No,No
24680,"El cliente solicitó la reactivación del crédito C91458 que fue cerrado por error. Tras activar el crédito y confirmar con el cliente que todo estaba correcto, se procedió a cerrar el ticket.",No,"reactivación de crédito, cambio de estatus",Sí,No
24681,"El ticket se originó a partir de una solicitud del cliente para sustituir el logotipo de Zell por el de Credinspira en el Resumen de Movimientos. Tras varios intentos y consultas internas, se determinó que no era posible realizar el cambio debido a limitaciones técnicas y costos asociados. Finalmente, el cliente confirmó que podían cerrar el ticket.",No,"modificación de reporte, imagen, resumen de movimientos",No,No
24682,"En este caso, el cliente solicitó cambiar el estatus del crédito 66658 a ""Por dispersar"". El ajuste fue realizado con éxito y se notificó al cliente, quien confirmó que el ticket podía cerrarse.",No,"cambio de estatus, crédito, por dispersar",Sí,No
24683,"Se recibió una solicitud para habilitar un rango de fechas en el proceso automático de Reporte de pagos PLD. Tras realizar el ajuste solicitado, se validó la ejecución automática con éxito y se cerró el ticket.",No,"reporte de pagos, rango de fechas, proceso automático",Sí,No
24684,"El ticket se generó a partir de una solicitud para retomar la cotización de una nueva API para el envío de SMS de LinstenUp. A lo largo del proceso, se identificaron discrepancias en la documentación y se solicitaron aclaraciones al cliente. Tras varios intentos de comunicación y falta de respuesta, se decidió cancelar el ticket al no recibir comentarios sobre la cotización.",No,"nueva api, envío de sms, cotización",No,Sí
24685,"En este caso, el cliente solicitó información sobre un error 401 en la ejecución del proceso API: Envía Contrato. Tras analizar la situación, se identificó que el error se debía a una diferencia en el request del cliente, la cual fue corregida internamente. El cliente confirmó la resolución del problema y solicitó el cierre del ticket.",No,"error 401, proceso api, envío de contrato",No,No
24686,"Se solicitó modificar el Reporte Devengados y Aplicados Cartera Activa para que, en la columna Días de Atraso, cuando el valor a mostrar sea un campo vacío, se muestre un 0. Tras identificar que los créditos liquidados regresaban campos vacíos en el reporte, se realizaron ajustes para mostrar esos valores como 0 en todos los aspectos del reporte. Tras la validación del cliente, se cerró el ticket.",No,"modificación de reporte, devengados y aplicados, cartera activa",Sí,No
24687,"Se solicitó apoyo para aplicar un planchado masivo a los créditos activos de ciertos tipos de Financiamiento. Tras confirmar que los parámetros no se heredan al crédito, se notificó al cliente para validar. Al no haber nuevos casos para aplicar movimientos después de la cancelación por castigo, se decidió cerrar el ticket temporalmente.",No,"procesos automaticos, actualizacion de test",No,No
24688,"Se solicitó ayuda para configurar gastos de cobranza, calculados como el 20% del valor de la cuota al vencimiento. Tras corregir errores en la configuración, se realizaron pruebas y al no recibir observaciones, se cerró el ticket.",No,cotizador,No,No
24689,"Se solicitó realizar cambios en la configuración de los archivos de la base de datos en MS SQL SERVER. Tras cotizar los cambios, el cliente solicitó cancelar la cotización, por lo que el ticket se cerró.",No,actualizacion de test,Sí,No
24690,"Se solicitó agregar columnas y cambiar el formato de fecha en el reporte Seguimiento de Gestión Cobranza v2. Tras aceptar el requerimiento, realizar pruebas y ajustes solicitados por el cliente, se notificó y se pasó a producción el reporte modificado.",No,reporte de productividad,Sí,No
24691,"Se recibió una solicitud de dudas con el cálculo del CAT en solicitudes, específicamente en Zell. Tras revisar la configuración del producto CDMX 4 utilizado en la solicitud de referencia, se identificó que la diferencia en el cálculo del CAT entre Banxico y Zell radica en el manejo del IVA en la cuota. Se notificó al cliente y se adjuntó un archivo de Excel con el cálculo aproximado. Tras confirmar la comprensión por parte del cliente, el ticket fue cerrado.",No,fórmulas de liquidación,No,No
24692,"El cliente solicitó un desarrollo para permitir la carga de carpetas comprimidas ZIP al expediente digital. Tras realizar pruebas y confirmar que la funcionalidad existía, se comunicó al cliente. Este confirmó que la funcionalidad deseada estaba cubierta, por lo que se procedió a cerrar el ticket.",No,procesos automaticos,No,No
24693,"Se solicitó implementar una funcionalidad para reintentar la ejecución del proceso ""API: Envía Contrato"" en casos de respuesta no exitosa. Tras implementar dos procesos en GOC para verificar errores y realizar reintentos de envío, se configuraron para ejecutarse cada 30 minutos. Tras validar su correcto funcionamiento, se cerró el ticket.",No,procesos automaticos,Sí,No
24694,"Se solicitó desarrollar un proceso para automatizar la cancelación de solicitudes por parámetros específicos. Tras cotizar y aceptar el servicio, se realizaron pruebas de configuración para cancelar solicitudes basadas en días hábiles en un estatus determinado. Tras confirmar el funcionamiento en pruebas, se solicitó el pase a producción y, una vez actualizado, se cerró el ticket.",No,procesos automaticos,Sí,No
24695,"Se realizó un ajuste en la pantalla lstPersonPhone para mostrar el celular de los promotores y se solicitó un filtro fijo para mostrar solo el celular del promotor del crédito seleccionado. Tras cotizar, autorizar, desarrollar y validar en pruebas, se autorizó el pase a producción y se cerró el ticket tras confirmar su liberación.",No,perfil de usuario,Sí,No
24696,"Se solicitó implementar una fórmula de liquidación para refinanciamientos que considere el saldo capital después de pagos en tránsito. Tras múltiples interacciones y pruebas, se identificó que la fórmula debía restar el monto total de cuotas en tránsito, no solo el capital de esas cuotas. Tras ajustes y validaciones, se logró implementar la regla ""Capital Pendiente - Tránsito"" en producción, asegurando que el cálculo de liquidación sea correcto y acorde a las necesidades del cliente.",No,fórmulas de liquidación,Sí,No
24697,"Se reportaron errores al configurar políticas en test, los cuales fueron corregidos y validados por el cliente. Posteriormente, se realizó un seguimiento para solicitar la opinión del cliente sobre la atención recibida en el ticket.",No,error,No,No
24698,"Se identificó un problema donde los usuarios no podían cambiar el estatus de solicitudes en WebCore debido a configuraciones incorrectas. Tras ajustes en el ambiente de pruebas y actualizaciones, se confirmó que el cambio de estatus funcionaba correctamente, asegurando la operatividad del sistema para los usuarios.",No,procesos automaticos,No,No
24699,"Se solicitó implementar procesos para la actualización de tablas DWH, pero se encontraron dificultades al intentar establecer la conexión con el servidor. Tras diversas interacciones y cotizaciones, el cliente no respondió, lo que llevó a la cancelación del requerimiento por falta de respuesta.",No,actualizacion de test,Sí,No
24700,"Se reportaron errores en la publicación automática de créditos en garantía, los cuales fueron corregidos y confirmados por el cliente. Tras asegurar el correcto funcionamiento del proceso, se cerró el ticket y se solicitó la participación del cliente en encuestas de satisfacción.",No,error,Sí,No
24701,"Se reportó un error en los registros del proceso ""Banorte: Respuesta Dispersión a Proveedor"" donde la fecha de los pagos a proveedores salió incorrecta al ejecutar el proceso ""Generar Archivo Banxico-Verifica"". Tras ajustes realizados para tomar en cuenta la fecha del archivo de respuesta, se notificó al cliente y se validó que el problema fue resuelto, permitiendo generar los archivos de manera correcta.",No,error,Sí,No
24702,"Se solicitó agregar columnas al reporte Catálogo de Productos Financieros, pero se encontró que la información requerida ya estaba disponible en otro reporte existente. Tras validar que el reporte mencionado cumplía con los requisitos, se notificó al cliente y se canceló el requerimiento, cerrando el ticket al brindar una solución alternativa satisfactoria.",No,"reporte, configuración, intereses, catálogo financiamientos",No,Sí
24703,"Se solicitó la modificación del reporte ""Saldos Contables"" para agregar una columna de Estatus proveniente del reporte ""Saldos de Cartera por Convenio"". Tras autorización y desarrollo, se confirmó la visualización correcta de la nueva columna en el reporte, se notificó al cliente y se cerró el ticket al validar que la modificación fue exitosa.",No,"reporte, modificación, columna, estatus",Sí,No
24704,"Se solicitó la migración de créditos Exitus y se enviaron los layouts necesarios para el proceso. Sin embargo, debido a problemas de capacidad del servidor y riesgos asociados a la migración antes de la separación de empresas, se recomendó postergar la migración. Finalmente, el cliente solicitó la cancelación del requerimiento, cerrando el ticket.",No,"migración, layout, créditos, proceso automático",No,Sí
24705,"Se reportó un problema al cargar el archivo CSV de listas SAT 69-B debido a una codificación incorrecta. Tras realizar ajustes en la codificación del archivo, se logró cargar correctamente en el ambiente de pruebas. Se solicitó al cliente cargar nuevamente el archivo en producción con la codificación correcta, y al confirmar el éxito, se cerró el ticket.",No,"reporte, carga de archivos, codificación, errores",Sí,No
24706,"Se solicitó desarrollar un proceso para automatizar la cancelación de solicitudes por parámetros. Tras cotizaciones, aclaraciones y validaciones, se implementó el proceso ""Ejecuta proceso de Cierre: Solicitudes"" en pruebas, confirmando su funcionamiento por tipo de financiamiento. Tras validaciones y autorizaciones, se actualizó a producción y se solicitó la facturación del ticket.",No,"proceso automático, cancelación, solicitudes",Sí,Sí
24707,"Se requería modificar un reporte de otorgamiento de crédito para agregar un campo ""comisionable"" con validaciones específicas. Tras compartir el borrador, aclaraciones, cotizaciones y validaciones, se creó un parámetro de ""Días"" para el reporte y proceso, se actualizó producción y se solicitó la facturación del ticket.",No,"reporte, cartera, fecha de inactividad",No,No
24708,"Se presentaron dudas sobre los días de inactividad en un reporte de cartera, donde se encontró que los créditos mostraban 0 días debido a la falta de pagos registrados. Tras compartir esta información con el cliente, se solicitó el cierre del ticket.",No,"reporte, error, fecha de primer pago",No,No
24709,"Se solicitó la cotización para la contratación de 3 servidores para mejorar la infraestructura, con detalles específicos de los equipos. Tras aprobaciones y envíos de cotizaciones, se decidió cancelar el pedido de separación de empresas en diferentes servidores.",No,"servidores, infraestructura, cancelación",No,Sí
24710,"Se planteó la creación de un nuevo usuario exclusivo para un cliente con base en errores presentados en los WS Gadget. A pesar de cotizaciones y correos de seguimiento, el cliente no dio respuesta, quedando el ticket en espera.",No,"usuario, autenticación, soporte, zell gadget",No,No
24711,"Se solicitó desarrollar una funcionalidad para bloquear la edición de solicitudes por perfil en cierto estatus. Tras enviar la cotización al cliente, este solicitó modificar el requerimiento debido al costo elevado, quedando pendiente la resolución.",No,"bloqueo, perfil de usuario, edición, solicitudes",No,Sí
24712,"Se solicitó planchar la fórmula de liquidación en un tipo específico de financiamiento. Tras realizar el planchado y notificar al cliente, se realizó una prueba en producción y se cerró el ticket al validar que el planchado fue correcto.",No,"fórmula de liquidación, financiamiento, créditos",Sí,No
24713,"Se reportó un error en la fecha de primer pago de un crédito específico. Tras revisar la regla de primer pago y validar con el cliente, se confirmó que la fecha de apertura y la regla coincidían, cerrando el ticket.",No,"reporte, fecha de primer pago, créditos",No,No
24714,"Se solicitó apoyo para generar estados de cuenta correspondientes a una opción específica en producción. Tras generar los faltantes, notificar al cliente y validar su visualización, se cerró el ticket al confirmar que los estados de cuenta se mostraban correctamente.",No,"estados de cuenta, generación, créditos",No,No
24715,"Se solicitó conocer el estado de actualización del datawarehouse para dar acceso a terceros. Tras habilitar nuevamente el proceso, notificar al cliente y esperar comentarios para modificar la información, al no recibir respuesta se cerró el ticket.",No,"reporte, cartera, variables económicas",Sí,No
24716,"Se solicitó agregar una columna de Tipo de campaña al reporte Listado de créditos. Tras cotizar y enviar la propuesta al cliente, se realizó la actualización en pruebas y se confirmó la visualización correcta de la nueva columna. Tras la aprobación del pase a producción, se actualizó exitosamente y se notificó al cliente.",No,"reporte, columna, listado de créditos",Sí,No
24717,"Se solicitó un Reporte de Cartera, pero tras múltiples intentos de definir los campos y recibir respuestas parciales del cliente, se cerró el ticket por falta de respuesta. Se enviaron múltiples correos de seguimiento y recordatorios de encuesta sin éxito.",No,"reporte, cartera, definición de campos",No,Sí
24718,"Se solicitó obtener información de variables económicas para todos los créditos de un archivo adjunto. Tras cotizar, ajustar un reporte existente y validar en pruebas y producción, se notificó al cliente y se completó el proceso de facturación.",No,"integración, zell link, cotización, licenciamiento",Sí,No
24719,"El cliente solicitó la instalación y licenciamiento de Zell Link, con solicitud de periodo de prueba en producción. Tras cotizar, negociar costos, aceptar la propuesta y liquidar la factura, se actualizó la producción y se notificó al cliente.",No,"instalación, licenciamiento, zell link, periodo de prueba",Sí,No
24720,"Se solicitó un servicio para obtener información relacionada al convenio/Afiliado. Tras resolver dudas sobre la estructura del servicio, cotizar, validar en pruebas y producción, se confirmó el funcionamiento del API y se procedió a la liberación a producción y facturación.",No,"servicios, sucursales, productos financieros, asesores",Sí,No
24721,"Se solicitó la modificación del reporte de cartera de cobranza para incluir datos específicos relacionados con el ciclo y la fecha de pago de la última lista de cobro aplicada al convenio actual de un crédito. Tras realizar las actualizaciones correspondientes, se confirmó la visualización de las nuevas columnas en el reporte de pruebas y se notificó al cliente para su validación. Finalmente, se actualizó el entorno de producción y se procedió a facturar el ticket.",No,"modificación de reporte, cartera de cobranza",Sí,No
24722,"Se solicitó la integración de procesos de Dispersión STP. Tras realizar diversas gestiones, se logró habilitar los procesos necesarios en el ambiente de pruebas, pero se encontraron dificultades con la conexión a STP debido a la necesidad de un balanceador de cargas. Se programó una reunión con el cliente para discutir alternativas y se decidió concluir el ticket temporalmente, a la espera de nuevas instrucciones.",No,integración stp,Sí,Sí
24723,"Se solicitó la cotización y posterior contratación de un firewall necesario para la implementación del ticket 24722. Tras aprobar la cotización y realizar la instalación del firewall, se notificó al cliente y se procedió con el cargo correspondiente a la mensualidad. Sin embargo, se identificó un pago pendiente por parte del cliente, relacionado con la instalación del firewall.",No,"cotizador, firewall",Sí,No
24724,"Se reportó un error en la aplicación de un pago en un crédito específico, donde se visualizaba una cantidad incorrecta. Tras revisar el caso, se realizó la reclasificación correspondiente y se informó al cliente. No se recibieron comentarios adicionales por parte del cliente, por lo que se consideró el ticket como cerrado.",No,reclasificación de pago,Sí,No
24725,"Se reportó un error al ejecutar el proceso para generar un XML para Weetrust, donde se presentaba una excepción de falta de memoria. Tras investigar el problema, se identificó que el archivo se dañaba al cambiarle el nombre, lo que impedía su generación. Una vez corregido este problema, se confirmó que el XML se generaba correctamente en el entorno de pruebas.",No,"error en proceso, xml",No,No
24726,"Se reportó un problema en el Proceso Listado de créditos que se quedó en inicio y no se completó el cierre. Tras investigar, se descubrió que el cierre no se había ejecutado desde el 18 de agosto, por lo que se reinició el winservice y se programó el proceso automático BANXICO para hacer pruebas, lo cual solucionó el inconveniente. Se notificó al cliente y se cerró el ticket.",No,procesos automáticos,Sí,No
24727,"El cliente informó un error en el Reporte Devengados donde un cargo de moratorios con IVA no hacía la distinción del IVA en el reporte. Tras revisar, se ajustó la configuración para separar correctamente el IVA del moratorio en el reporte. Se validó el correcto funcionamiento, el cliente confirmó y se cerró el ticket.",No,"error en reporte, devengados, iva",Sí,No
24728,"Se reportó un error al ingresar a Zell que mostraba ""Arithmetic operation resulted in an overflow"". Tras investigar, se descubrió que un usuario había colocado un valor incorrecto en un campo, lo que provocaba el error. Se corrigió el valor y se solucionó el problema. El cliente confirmó la resolución y se cerró el ticket.",No,"error en ingreso, usuario, contraseña",Sí,No
24729,"Se solicitó retomar el desarrollo de procesos masivos por CSV del ticket anterior. Tras aprobar la cotización, se habilitaron los procesos en pruebas y se realizaron ajustes para corregir errores detectados. Tras validar el funcionamiento en pruebas, se procedió a la actualización en producción y se configuraron los procesos correctamente. Se liberó a producción y se cerró el ticket.",No,"procesos masivos, csv",Sí,No
24730,"Se identificó un problema con la fecha incorrecta del último pago en la pantalla de atención para algunos casos. Tras investigar, se encontró un defecto en el cálculo de la fecha del último pago y se realizó un ajuste para corregir las fechas de los créditos. Tras validar la corrección, se notificó al cliente y se cerró el ticket.",No,"fecha incorrecta, último pago",Sí,No
24731,"Se solicitó la modificación del proceso de intereses devengados y DWH para incluir un rango de fechas específico, filtros de créditos activos y cancelados, parámetros adicionales, y columnas nuevas. Tras varias interacciones con el cliente y ajustes en la cotización, se procedió a habilitar el proceso en producción, con la implementación de los cambios requeridos. Sin embargo, debido a la falta de respuesta del cliente para validar los ajustes, el ticket se mantuvo en ambiente de test y se procedió a facturar.",No,"procesos automaticos, actualizacion de test",Sí,Sí
24732,"Se realizó la solicitud de agregar un campo de captura manual al webservice zrgFinancingConditionsAsync. Tras la cotización, autorización del cliente y la actualización en producción, se confirmó que el desarrollo se había implementado correctamente en pruebas. Sin embargo, al no recibir respuesta del cliente para validar, el ticket se mantuvo en ambiente de test y se procedió a facturar.",No,procesos automaticos,No,Sí
24733,"Se reportó un error al intentar acceder al Dossier de la Solicitud, el cual fue corregido y validado por el cliente. Posteriormente, se identificó un segundo error derivado de la corrección del primero, el cual también fue solucionado y validado. Tras confirmar que ya no se generaba el error en la pantalla, se procedió a cerrar el ticket.",No,error,Sí,No
24734,"Se atendió la petición de agregar un complemento a la integración API Trully z24529, incluyendo varios requerimientos detallados. Tras cotizar, desarrollar, probar y liberar a producción, se solicitó la facturación del servicio. A pesar de la falta de respuesta del cliente para validar los desarrollos, se procedió con la liberación a producción y la facturación correspondiente.",No,"integracion, api",Sí,Sí
24735,"Se reportó que la columna vRisk en el Reporte Pagos PLD estaba vacía para algunos créditos, a pesar de tener calificación en la solicitud. Tras identificar la causa y realizar ajustes, se logró corregir el problema y validar que la columna mostrara correctamente el grado de riesgo más reciente. Una vez validado, se cerró el ticket.",No,error,Sí,No
24736,"El cliente solicitó funcionalidades relacionadas con refinanciamientos y liquidaciones anticipadas en el sistema. Surgieron dudas sobre el manejo de pagos y liquidaciones en diferentes escenarios. Se realizaron pruebas y ajustes, pero persistieron problemas con la aplicación de liquidaciones en créditos recién aperturados. Se propuso una solución con la asignación de referencias y validaciones adicionales, pero al no obtener respuesta del cliente, el ticket se canceló.",No,modificacion en sistema,Sí,No
24737,"Se solicitó inactivar masivamente a casi 2,000 promotores por única ocasión. El ajuste se realizó satisfactoriamente y se notificó al cliente. Posteriormente se validó que los promotores quedaron inactivos en producción. El ticket se cerró sin problemas.",No,modificacion en sistema,Sí,No
24738,"Se reportó un error en el método zfpAppEX relacionado con periodos mensuales. Tras revisar el caso, se identificó que la causa era la validación de diferentes periodos en un mismo grupo. Se informó al cliente y se resolvió el problema. El ticket se cerró tras confirmar la solución con el cliente.",No,error,Sí,No
24739,"Se solicitó agregar el campo de salario en el Reporte Demográficos para un proyecto de financiamiento con un banco. Tras autorizar la cotización, se realizó el ajuste y se notificó al cliente. Se validó que la información se mostraba correctamente. El ticket se cerró sin inconvenientes.",No,modificacion en sistema,Sí,Sí
24740,"Se solicitó desarrollar funciones relacionadas con la referencia en pagos manuales, incluyendo duplicar la información de ""Origen"" al campo ""Referencia"" y aumentar la longitud del campo en la pantalla de pagos. Tras cotizar y enviar la propuesta al cliente, no se recibió respuesta. El ticket se cerró al no obtener feedback del cliente.",No,modificacion en sistema,Sí,Sí
24741,"Se solicitó una modificación al proceso CSV Detalle Amortización para incluir todas las composiciones, incluyendo cargos por liquidación anticipada y moratorios. Tras redefinir el reporte y compartir ejemplos, se confirmó que se visualizará cualquier saldo diferente a 0 en el CSV de salida. A pesar de varios intentos de cotización y ajustes, el cliente no respondió, por lo que el ticket se cerró sin validación.",No,"csv, modificación, procesos automáticos",Sí,No
24742,"Usuarios nuevos en webCore no podían ingresar con la contraseña especificada en el registro, requiriendo cambiarla desde zell. Tras replicar la incidencia, se corrigió en producción y se creó un usuario nuevo para validar. Al no presentarse más incidencias, se solicitó la autorización del cliente para cerrar el ticket, el cual fue confirmado y cerrado.",No,"usuarios, acceso, sistema, actualización de sistema",Sí,No
24743,"Se inició la migración a los nuevos servidores tras autorizar la cotización en el ticket anterior. Tras varios intentos de confirmación de la opción elegida y sin respuesta del cliente, se solicitó cancelar el proceso de migración, cerrando el ticket.",No,"migración, servidores, configuración",No,Sí
24744,"Se consultó la política para evitar avanzar en caso de coincidencia con los resultados de Quien es Quien. Tras aclarar el comportamiento del sistema y realizar las actualizaciones correspondientes, el cliente confirmó que ya podían visualizar los resultados, cerrando el ticket.",No,"reporte, pagos, proceso automático",Sí,No
24745,"Se reportó un error al generar el contrato debido a una conversión fallida de fecha y hora. Tras ajustes realizados por el equipo, se validó que el contrato se generaba correctamente, notificando al cliente y cerrando el ticket.",No,"error, generación de contrato",Sí,No
24746,"Se solicitó revisar quién agregó el perfil de Recursos Humanos para ejecutar un proceso específico, ya que no aparecía en el log del proceso. Tras la revisión, al no haber más comentarios por parte del cliente, se cerró el ticket.",No,"bitácora, usuarios, procesos automáticos",Sí,No
24747,"Se reportó que un reporte no mostraba correctamente el gestor de pagos en ciertos créditos. Tras ajustes en el reporte y validaciones adicionales, se logró corregir el problema y se confirmó que el gestor se visualizaba correctamente en la ejecución del proceso.",No,"reporte, pagos, proceso automático",Sí,No
24748,"Se reportó un error de ""Divide by zero"" en un proceso de generación de reportes debido a un valor incorrecto en la tasa de interés. Tras notificar al cliente y corregir el valor, el reporte se generó con éxito, cerrando así el ticket.",No,"error, reporte, procesos automáticos",Sí,No
24749,"Se consultó por un pago en exceso no reportado en un archivo específico, siendo confirmado que se debía a un filtro por falta de dispersión en el crédito. Tras notificar al cliente y confirmar que no se requerían cambios, se cerró el ticket.",No,"pagos, reporte, proceso automático",No,No
24750,"Se solicitó un servicio de guardia para el equipo de soporte técnico, pero tras enviar la cotización correspondiente, esta no fue aceptada, finalizando así el ticket.",No,"usuarios, soporte técnico",No,No
24751,"Se reportó un error en el monto de disposición del crédito 105680, donde el correo enviado al cliente mostraba un importe incorrecto. Se identificó que el usuario INTVALLEY reestructuró el crédito, generando un saldo negativo por un error operativo. Tras solicitar al cliente una nueva prueba, se espera resolver el problema.",No,"error, acceso, sistema",Sí,No
24752,"José solicitó cambiar la hora de generación del listado de cobro a las 2 p.m. para evitar incluir créditos no dispersados incorrectamente. Tras no recibir comentarios del cliente, se procedió con el cambio solicitado.",No,"cambio de nombre, configuración",Sí,No
